,natural gas,petroleum,other,solar,hydro
20191013T14Z,3786,0,111,72,15
20191013T13Z,4717,0,106,31,14
20191013T12Z,3093,0,109,1,15
20191013T11Z,2923,0,110,0,14
20191013T10Z,2833,0,110,0,14
20191013T09Z,2825,0,110,0,15
20191013T08Z,2917,0,107,0,14
20191013T07Z,3051,0,109,0,14
20191013T06Z,3248,0,109,0,14
20191013T05Z,3566,0,109,0,14
20191013T04Z,3773,0,110,0,14
20191013T03Z,4116,0,108,0,14
20191013T02Z,4470,0,109,0,15
20191013T01Z,4990,0,108,0,14
20191013T00Z,5376,0,110,0,14
20191012T23Z,5731,0,109,13,14
20191012T22Z,5942,0,108,59,14
20191012T21Z,6029,0,110,75,15
20191012T20Z,5948,0,110,78,14
20191012T19Z,5782,0,110,80,14
20191012T18Z,5475,0,111,78,10
20191012T17Z,5026,0,111,78,10
20191012T16Z,4435,0,116,80,10
20191012T15Z,4104,0,107,81,10
20191012T14Z,3831,0,106,72,10
20191012T13Z,3585,0,106,33,10
20191012T12Z,3244,0,105,1,11
20191012T11Z,3042,0,106,0,10
20191012T10Z,2923,0,105,0,10
20191012T09Z,2884,0,105,0,11
20191012T08Z,2943,0,107,0,10
20191012T07Z,3083,0,105,0,11
20191012T06Z,3292,0,103,0,11
20191012T05Z,3601,0,103,0,14
20191012T04Z,3853,0,107,0,13
20191012T03Z,4230,0,106,0,14
20191012T02Z,4599,0,107,0,14
20191012T01Z,5103,0,109,0,14
20191012T00Z,5497,0,107,0,13
20191011T23Z,5919,0,107,14,14
20191011T22Z,6193,0,106,61,14
20191011T21Z,6341,0,108,80,15
20191011T20Z,6247,0,107,81,15
20191011T19Z,6022,0,106,82,16
20191011T18Z,5804,0,107,82,15
20191011T17Z,5311,0,106,83,17
20191011T16Z,4772,0,111,83,18
20191011T15Z,4464,0,109,83,15
20191011T14Z,4179,0,106,74,15
20191011T13Z,4058,0,107,36,16
20191011T12Z,3884,0,108,1,14
20191011T11Z,3587,0,109,0,14
20191011T10Z,3263,0,108,0,14
20191011T09Z,3057,0,108,0,14
20191011T08Z,3072,0,109,0,15
20191011T07Z,3210,0,106,0,14
20191011T06Z,3403,0,107,0,14
20191011T05Z,3715,0,108,0,14
20191011T04Z,3988,0,108,0,14
20191011T03Z,4500,0,107,0,14
20191011T02Z,5106,0,108,0,13
20191011T01Z,5653,0,107,0,14
20191011T00Z,5972,0,106,0,14
20191010T23Z,6174,0,106,16,14
20191010T22Z,6236,0,101,59,13
20191010T21Z,6332,0,103,62,14
20191010T20Z,6250,0,100,72,14
20191010T19Z,6027,0,102,78,13
20191010T18Z,5844,0,100,79,14
20191010T17Z,5336,0,104,74,14
20191010T16Z,4883,0,109,74,14
20191010T15Z,4529,0,106,79,14
20191010T14Z,4257,0,106,73,13
20191010T13Z,4114,0,105,32,14
20191010T12Z,3993,0,109,1,14
20191010T11Z,3679,0,108,0,14
20191010T10Z,3247,0,109,0,14
20191010T09Z,3018,0,110,0,14
20191010T08Z,2988,0,108,0,14
20191010T07Z,3070,0,106,0,14
20191010T06Z,3210,0,110,0,14
20191010T05Z,3478,0,106,0,13
20191010T04Z,3651,0,108,0,13
20191010T03Z,4041,0,109,0,13
20191010T02Z,4410,0,108,0,13
20191010T01Z,4820,0,108,0,13
20191010T00Z,5030,0,108,0,14
20191009T23Z,4991,0,108,17,13
20191009T22Z,5060,0,108,61,13
20191009T21Z,5075,0,104,75,13
20191009T20Z,5029,0,105,77,13
20191009T19Z,5059,0,105,72,13
20191009T18Z,4999,0,104,62,13
20191009T17Z,4848,0,106,65,13
20191009T16Z,4566,0,110,76,14
20191009T15Z,4447,0,107,67,13
20191009T14Z,4428,0,105,37,14
20191009T13Z,4392,0,107,11,13
20191009T12Z,4324,0,105,1,14
20191009T11Z,3952,0,104,0,13
20191009T10Z,3538,0,106,0,14
20191009T09Z,3313,0,107,0,14
20191009T08Z,3288,0,106,0,14
20191009T07Z,3350,0,103,0,14
20191009T06Z,3508,0,106,0,14
20191009T05Z,3736,0,107,0,14
20191009T04Z,3954,0,106,0,14
20191009T03Z,4345,0,105,0,14
20191009T02Z,4876,0,105,0,14
20191009T01Z,5388,0,109,0,14
20191009T00Z,5570,0,110,0,14
20191008T23Z,5694,0,110,14,14
20191008T22Z,5782,0,112,51,13
20191008T21Z,5929,0,114,64,14
20191008T20Z,5961,0,113,74,13
20191008T19Z,5943,0,115,65,14
20191008T18Z,5864,0,113,59,14
20191008T17Z,5520,0,114,55,13
20191008T16Z,4993,0,117,28,14
20191008T15Z,4678,0,110,15,14
20191008T14Z,4515,0,112,18,12
20191008T13Z,4417,0,112,5,13
20191008T12Z,4273,0,114,0,13
20191008T11Z,3924,0,114,0,12
20191008T10Z,3497,0,115,0,13
20191008T09Z,3279,0,113,0,13
20191008T08Z,3246,0,114,0,13
20191008T07Z,3327,0,111,0,12
20191008T06Z,3490,0,112,0,13
20191008T05Z,3774,0,111,0,13
20191008T04Z,3979,0,113,0,13
20191008T03Z,4388,0,114,0,12
20191008T02Z,4637,0,113,0,12
20191008T01Z,5152,0,113,0,12
20191008T00Z,5284,0,112,1,12
20191007T23Z,5339,0,113,4,11
20191007T22Z,5831,0,112,5,12
20191007T21Z,6031,0,110,9,10
20191007T20Z,5876,0,113,23,11
20191007T19Z,5558,0,111,19,10
20191007T18Z,5440,0,113,19,11
20191007T17Z,5206,0,112,17,11
20191007T16Z,4821,0,114,47,10
20191007T15Z,4728,0,114,60,11
20191007T14Z,4595,0,114,16,11
20191007T13Z,4508,0,113,8,10
20191007T12Z,4317,0,114,1,10
20191007T11Z,4039,0,115,0,11
20191007T10Z,3630,0,114,0,10
20191007T09Z,3411,0,114,0,11
20191007T08Z,3361,0,112,0,11
20191007T07Z,3449,0,111,0,11
20191007T06Z,3620,0,113,0,11
20191007T05Z,3915,0,113,0,11
20191007T04Z,4162,0,114,0,10
20191007T03Z,4770,0,114,0,11
20191007T02Z,5267,0,113,0,11
20191007T01Z,5747,0,113,0,11
20191007T00Z,6011,0,108,0,11
20191006T23Z,6191,0,113,17,10
20191006T22Z,6358,0,111,55,11
20191006T21Z,6454,0,103,63,11
20191006T20Z,6381,0,102,66,11
20191006T19Z,6246,0,103,55,10
20191006T18Z,6099,0,102,56,11
20191006T17Z,5853,0,102,54,11
20191006T16Z,5261,0,106,70,11
20191006T15Z,4743,0,101,57,11
20191006T14Z,4343,0,101,42,11
20191006T13Z,3987,0,103,7,10
20191006T12Z,3564,0,104,1,10
20191006T11Z,3328,0,103,0,10
20191006T10Z,3214,0,103,0,11
20191006T09Z,3215,0,103,0,10
20191006T08Z,3299,0,102,0,11
20191006T07Z,3457,0,100,0,10
20191006T06Z,3671,0,102,0,11
20191006T05Z,3980,0,102,0,10
20191006T04Z,4277,0,113,0,10
20191006T03Z,4856,0,108,0,11
20191006T02Z,5184,0,113,0,10
20191006T01Z,5656,0,113,0,11
20191006T00Z,5801,0,113,0,10
20191005T23Z,6150,0,113,12,11
20191005T22Z,6675,0,114,40,11
20191005T21Z,6964,0,110,59,11
20191005T20Z,6997,0,112,70,10
20191005T19Z,6844,0,108,66,10
20191005T18Z,6524,0,108,77,10
20191005T17Z,6114,0,108,68,11
20191005T16Z,5601,0,111,63,11
20191005T15Z,5214,0,108,64,10
20191005T14Z,4574,0,109,70,12
20191005T13Z,4133,0,109,35,12
20191005T12Z,3682,0,108,2,12
20191005T11Z,3432,0,109,0,12
20191005T10Z,3320,0,109,0,13
20191005T09Z,3307,0,108,0,14
20191005T08Z,3409,0,106,0,14
20191005T07Z,3569,0,106,0,14
20191005T06Z,3846,0,105,0,15
20191005T05Z,4336,0,107,0,15
20191005T04Z,4742,0,109,0,15
20191005T03Z,5232,0,109,0,16
20191005T02Z,5817,0,112,0,15
20191005T01Z,6322,0,112,0,15
20191005T00Z,6733,0,113,0,16
20191004T23Z,7158,0,112,18,15
20191004T22Z,7511,0,111,63,15
20191004T21Z,7589,0,112,79,16
20191004T20Z,7458,0,113,80,15
20191004T19Z,7086,0,112,78,16
20191004T18Z,6696,0,107,79,15
20191004T17Z,6091,0,106,81,15
20191004T16Z,5435,0,110,79,14
20191004T15Z,4796,0,106,80,14
20191004T14Z,4368,0,109,71,14
20191004T13Z,4153,0,108,34,13
20191004T12Z,3947,0,108,1,13
20191004T11Z,3644,0,107,0,13
20191004T10Z,3283,0,94,0,13
20191004T09Z,3107,0,91,0,13
20191004T08Z,3140,0,84,0,14
20191004T07Z,3303,0,77,0,13
20191004T06Z,3561,0,88,0,15
20191004T05Z,3987,0,89,0,13
20191004T04Z,4508,0,87,0,12
20191004T03Z,5074,0,88,0,11
20191004T02Z,5541,0,88,0,11
20191004T01Z,6095,0,89,0,10
20191004T00Z,6545,0,87,0,11
20191003T23Z,6829,0,89,23,11
20191003T22Z,7109,0,88,65,10
20191003T21Z,7168,0,87,80,11
20191003T20Z,7026,0,87,81,14
20191003T19Z,6790,0,89,72,16
20191003T18Z,6375,0,88,80,14
20191003T17Z,6032,0,87,81,15
20191003T16Z,5516,0,93,81,14
20191003T15Z,5081,0,87,80,15
20191003T14Z,4569,0,88,75,14
20191003T13Z,4232,0,88,36,15
20191003T12Z,4032,0,90,1,14
20191003T11Z,3815,0,89,0,15
20191003T10Z,3427,0,89,0,14
20191003T09Z,3238,0,86,0,14
20191003T08Z,3282,0,88,0,18
20191003T07Z,3416,0,87,0,20
20191003T06Z,3738,0,88,0,21
20191003T05Z,4273,0,87,0,15
20191003T04Z,4807,0,87,0,14
20191003T03Z,5427,0,89,0,14
20191003T02Z,6044,0,88,0,15
20191003T01Z,6592,0,87,0,14
20191003T00Z,7039,0,86,0,14
20191002T23Z,7269,0,87,10,14
20191002T22Z,7483,0,98,47,15
20191002T21Z,7640,0,108,59,14
20191002T20Z,7502,0,108,58,14
20191002T19Z,7291,0,108,60,14
20191002T18Z,7006,0,108,64,14
20191002T17Z,6549,0,109,49,15
20191002T16Z,5858,0,112,61,13
20191002T15Z,5077,0,109,78,14
20191002T14Z,4608,0,106,64,14
20191002T13Z,4376,0,109,28,11
20191002T12Z,4222,0,109,1,12
20191002T11Z,3934,0,108,0,11
20191002T10Z,3542,0,108,0,12
20191002T09Z,3353,0,107,0,11
20191002T08Z,3350,0,106,0,11
20191002T07Z,3487,0,104,0,11
20191002T06Z,3688,0,107,0,12
20191002T05Z,4036,0,108,0,13
20191002T04Z,4316,0,107,0,14
20191002T03Z,4984,0,108,0,13
20191002T02Z,5766,0,109,0,11
20191002T01Z,6397,0,108,0,11
20191002T00Z,6821,0,105,0,11
20191001T23Z,7101,0,104,16,10
20191001T22Z,7378,36,107,26,10
20191001T21Z,7516,0,99,25,10
20191001T20Z,7271,0,94,67,10
20191001T19Z,7225,0,105,62,10
20191001T18Z,6947,0,107,45,12
20191001T17Z,6450,0,107,63,12
20191001T16Z,5871,0,110,64,12
20191001T15Z,5219,0,108,46,11
20191001T14Z,4834,0,101,19,10
20191001T13Z,4661,0,71,5,12
20191001T12Z,4460,0,81,0,11
20191001T11Z,4182,0,85,0,14
20191001T10Z,3790,0,83,0,14
20191001T09Z,3596,0,83,0,14
20191001T08Z,3624,0,84,0,14
20191001T07Z,3759,0,84,0,15
20191001T06Z,3971,0,84,0,14
20191001T05Z,4286,0,84,0,10
20191001T04Z,4584,0,83,0,10
20191001T03Z,5202,0,84,0,10
20191001T02Z,5893,0,80,0,10
20191001T01Z,6691,0,87,0,10
20191001T00Z,7139,0,85,1,10
20190930T23Z,7612,0,87,15,10
20190930T22Z,7984,0,85,42,11
20190930T21Z,8033,0,83,65,11
20190930T20Z,7907,0,80,62,11
20190930T19Z,7682,0,81,67,13
20190930T18Z,7367,0,83,66,12
20190930T17Z,6834,0,81,70,13
20190930T16Z,6159,0,87,67,12
20190930T15Z,5456,0,80,42,12
20190930T14Z,4927,0,80,16,13
20190930T13Z,4647,0,81,8,12
20190930T12Z,4409,0,81,0,12
20190930T11Z,4134,0,83,0,13
20190930T10Z,3742,0,82,0,14
20190930T09Z,3549,0,84,0,15
20190930T08Z,3552,0,90,0,14
20190930T07Z,3658,0,106,0,14
20190930T06Z,3877,0,111,0,14
20190930T05Z,4252,0,111,0,14
20190930T04Z,4542,0,112,0,13
20190930T03Z,5086,0,111,0,13
20190930T02Z,5565,0,111,0,13
20190930T01Z,6113,0,110,0,13
20190930T00Z,6665,0,111,1,13
20190929T23Z,7070,0,110,24,13
20190929T22Z,7272,0,111,58,14
20190929T21Z,7293,0,110,78,13
20190929T20Z,7223,0,110,64,14
20190929T19Z,7097,0,110,55,14
20190929T18Z,6574,0,109,55,15
20190929T17Z,5925,0,111,76,14
20190929T16Z,5353,0,116,78,14
20190929T15Z,6218,0,105,80,14
20190929T14Z,4364,0,109,75,15
20190929T13Z,3984,0,103,39,14
20190929T12Z,3557,0,108,2,14
20190929T11Z,3388,0,111,0,15
20190929T10Z,3298,0,111,0,14
20190929T09Z,3339,0,110,0,15
20190929T08Z,3420,0,111,0,14
20190929T07Z,3607,0,110,0,15
20190929T06Z,3861,0,110,0,15
20190929T05Z,4237,0,110,0,14
20190929T04Z,4525,0,111,0,14
20190929T03Z,4960,0,109,0,12
20190929T02Z,5309,0,104,0,12
20190929T01Z,5759,0,109,0,14
20190929T00Z,6323,0,110,0,14
20190928T23Z,6777,0,111,26,14
20190928T22Z,7216,0,109,60,14
20190928T21Z,7360,0,108,58,14
20190928T20Z,7336,0,110,78,14
20190928T19Z,7225,0,111,57,15
20190928T18Z,6809,0,109,57,14
20190928T17Z,6214,0,109,57,14
20190928T16Z,5613,0,112,52,14
20190928T15Z,5038,0,107,64,14
20190928T14Z,4612,0,103,52,14
20190928T13Z,4195,0,104,35,12
20190928T12Z,3748,0,102,2,13
20190928T11Z,3552,0,102,0,14
20190928T10Z,3456,0,104,0,13
20190928T09Z,3434,0,104,0,15
20190928T08Z,3506,0,104,0,14
20190928T07Z,3705,0,103,0,15
20190928T06Z,3929,0,104,0,15
20190928T05Z,4312,0,102,0,14
20190928T04Z,4532,0,101,0,13
20190928T03Z,4900,0,100,0,14
20190928T02Z,5415,0,101,0,13
20190928T01Z,6004,0,101,0,13
20190928T00Z,6586,0,100,0,13
20190927T23Z,7190,0,101,16,14
20190927T22Z,7608,0,99,60,13
20190927T21Z,7804,0,110,61,13
20190927T20Z,7668,0,110,59,13
20190927T19Z,7385,0,109,66,13
20190927T18Z,6952,0,111,81,13
20190927T17Z,6256,0,110,79,14
20190927T16Z,5536,0,109,80,14
20190927T15Z,4942,0,106,80,12
20190927T14Z,4580,0,109,66,13
20190927T13Z,4384,0,110,29,12
20190927T12Z,4216,0,112,0,13
20190927T11Z,3964,0,112,0,14
20190927T10Z,3639,0,111,0,15
20190927T09Z,3470,0,111,0,15
20190927T08Z,3514,0,110,0,15
20190927T07Z,3693,0,110,0,15
20190927T06Z,3936,0,110,0,13
20190927T05Z,4279,0,110,0,12
20190927T04Z,4602,0,112,0,12
20190927T03Z,5144,0,111,0,12
20190927T02Z,5658,0,111,0,12
20190927T01Z,6178,0,110,0,12
20190927T00Z,6633,0,110,1,12
20190926T23Z,7020,95,104,25,11
20190926T22Z,7429,286,107,51,12
20190926T21Z,7700,0,110,62,12
20190926T20Z,7482,0,108,68,12
20190926T19Z,7150,0,109,68,12
20190926T18Z,6750,0,109,77,12
20190926T17Z,6055,0,109,82,12
20190926T16Z,5351,0,114,81,12
20190926T15Z,4793,0,110,80,12
20190926T14Z,4507,0,110,62,13
20190926T13Z,4362,0,112,23,14
20190926T12Z,4195,0,112,2,14
20190926T11Z,3904,0,111,0,14
20190926T10Z,3514,0,112,0,15
20190926T09Z,3340,0,111,0,14
20190926T08Z,3352,0,110,0,14
20190926T07Z,3491,0,110,0,15
20190926T06Z,3770,0,111,0,14
20190926T05Z,4125,0,109,0,15
20190926T04Z,4425,0,111,0,16
20190926T03Z,5067,0,112,0,15
20190926T02Z,5748,0,110,0,14
20190926T01Z,6584,0,111,0,14
20190926T00Z,7034,0,110,0,15
20190925T23Z,7543,25,109,1,14
20190925T22Z,7706,158,111,4,14
20190925T21Z,7636,215,111,5,15
20190925T20Z,7452,117,107,7,14
20190925T19Z,7108,85,109,5,14
20190925T18Z,6699,11,105,9,14
20190925T17Z,5935,0,105,7,15
20190925T16Z,5166,0,113,7,14
20190925T15Z,4660,0,108,76,14
20190925T14Z,4299,0,110,61,15
20190925T13Z,4109,0,111,36,15
20190925T12Z,3926,0,110,2,14
20190925T11Z,3644,0,112,0,15
20190925T10Z,3255,0,110,0,15
20190925T09Z,3034,0,112,0,16
20190925T08Z,3040,0,109,0,15
20190925T07Z,3177,0,111,0,15
20190925T06Z,3374,0,109,0,15
20190925T05Z,3719,0,109,0,15
20190925T04Z,4027,0,110,0,15
20190925T03Z,4502,0,111,0,14
20190925T02Z,5350,0,109,0,14
20190925T01Z,6055,0,110,0,13
20190925T00Z,6566,0,111,1,13
20190924T23Z,7008,0,111,27,13
20190924T22Z,7408,0,108,34,13
20190924T21Z,7376,0,110,55,13
20190924T20Z,7022,0,111,82,13
20190924T19Z,6488,0,111,79,14
20190924T18Z,5928,0,110,81,13
20190924T17Z,5310,0,110,81,14
20190924T16Z,4766,10,114,82,14
20190924T15Z,4339,0,110,81,14
20190924T14Z,4069,0,110,74,14
20190924T13Z,3885,0,109,42,13
20190924T12Z,3740,0,110,3,14
20190924T11Z,3503,0,111,0,14
20190924T10Z,3145,0,111,0,13
20190924T09Z,2968,0,111,0,14
20190924T08Z,3008,0,112,0,14
20190924T07Z,3152,0,111,0,14
20190924T06Z,3376,0,111,0,14
20190924T05Z,3730,0,111,0,14
20190924T04Z,3901,0,111,0,14
20190924T03Z,4433,0,111,0,14
20190924T02Z,5030,0,112,0,14
20190924T01Z,5738,0,110,0,14
20190924T00Z,6224,0,110,1,14
20190923T23Z,6610,0,110,32,14
20190923T22Z,6865,0,110,71,14
20190923T21Z,6868,0,109,80,13
20190923T20Z,6641,0,108,81,14
20190923T19Z,6333,0,110,82,14
20190923T18Z,5860,0,109,76,13
20190923T17Z,5312,0,110,71,14
20190923T16Z,4730,0,109,81,13
20190923T15Z,4379,0,110,83,11
20190923T14Z,4074,0,112,76,10
20190923T13Z,3990,0,111,44,10
20190923T12Z,3843,0,112,3,10
20190923T11Z,3588,0,110,0,11
20190923T10Z,3177,0,111,0,10
20190923T09Z,2974,0,111,0,11
20190923T08Z,2980,0,109,0,10
20190923T07Z,3097,0,111,0,10
20190923T06Z,3290,0,108,0,11
20190923T05Z,3602,0,107,0,10
20190923T04Z,3871,0,111,0,10
20190923T03Z,4355,0,113,0,10
20190923T02Z,4805,0,113,0,11
20190923T01Z,5354,0,112,0,10
20190923T00Z,5665,0,112,1,11
20190922T23Z,6155,0,112,31,10
20190922T22Z,6528,0,111,74,11
20190922T21Z,6517,0,111,72,11
20190922T20Z,6386,0,111,71,11
20190922T19Z,6082,0,108,71,11
20190922T18Z,5645,0,111,72,11
20190922T17Z,5178,0,110,52,12
20190922T16Z,4639,0,108,70,11
20190922T15Z,4348,0,107,75,12
20190922T14Z,3963,0,111,59,12
20190922T13Z,3619,0,111,41,11
20190922T12Z,3234,0,113,3,12
20190922T11Z,3067,0,111,0,12
20190922T10Z,3001,0,112,0,11
20190922T09Z,3024,0,112,0,12
20190922T08Z,3097,0,111,0,12
20190922T07Z,3230,0,112,0,11
20190922T06Z,3431,0,111,0,12
20190922T05Z,3738,0,109,0,12
20190922T04Z,4006,0,111,0,12
20190922T03Z,4392,0,111,0,11
20190922T02Z,4638,0,111,0,12
20190922T01Z,5053,0,112,0,11
20190922T00Z,5249,0,110,1,13
20190921T23Z,5687,0,111,34,12
20190921T22Z,6163,0,111,59,13
20190921T21Z,6263,0,110,68,13
20190921T20Z,6255,0,110,59,13
20190921T19Z,6016,0,109,59,13
20190921T18Z,5646,0,111,66,12
20190921T17Z,5273,0,111,71,12
20190921T16Z,4708,0,111,73,12
20190921T15Z,4400,0,109,69,11
20190921T14Z,4020,0,110,77,12
20190921T13Z,3691,0,109,44,12
20190921T12Z,3323,0,111,3,12
20190921T11Z,3153,0,112,0,13
20190921T10Z,3054,0,112,0,12
20190921T09Z,3008,0,112,0,12
20190921T08Z,3086,0,111,0,13
20190921T07Z,3203,0,112,0,12
20190921T06Z,3406,0,112,0,13
20190921T05Z,3706,0,111,0,12
20190921T04Z,3907,0,112,0,13
20190921T03Z,4321,0,112,0,12
20190921T02Z,4609,0,111,0,13
20190921T01Z,5046,0,107,0,12
20190921T00Z,5259,0,106,1,13
20190920T23Z,5802,0,111,36,12
20190920T22Z,6086,0,111,73,13
20190920T21Z,6172,0,109,81,12
20190920T20Z,6025,0,109,70,13
20190920T19Z,5783,0,111,68,13
20190920T18Z,5505,0,112,70,13
20190920T17Z,5203,0,105,74,13
20190920T16Z,4832,0,106,74,12
20190920T15Z,4641,0,105,80,13
20190920T14Z,4365,0,108,73,13
20190920T13Z,4241,0,111,42,13
20190920T12Z,4076,0,111,2,13
20190920T11Z,3704,0,112,0,14
20190920T10Z,3282,0,112,0,13
20190920T09Z,3098,0,113,0,13
20190920T08Z,3088,0,112,0,13
20190920T07Z,3221,0,110,0,14
20190920T06Z,3401,0,109,0,15
20190920T05Z,3690,0,110,0,15
20190920T04Z,4064,0,112,0,15
20190920T03Z,4794,0,111,0,13
20190920T02Z,5336,0,109,0,13
20190920T01Z,5930,0,106,0,13
20190920T00Z,6245,0,110,2,13
20190919T23Z,6618,0,111,37,14
20190919T22Z,6983,0,109,70,13
20190919T21Z,7086,0,108,80,13
20190919T20Z,7016,0,109,81,14
20190919T19Z,6768,0,110,80,13
20190919T18Z,6523,0,111,75,14
20190919T17Z,6086,8,110,77,14
20190919T16Z,5514,0,110,76,13
20190919T15Z,4968,0,111,60,14
20190919T14Z,4632,0,110,35,13
20190919T13Z,4399,0,109,12,14
20190919T12Z,4223,0,111,1,14
20190919T11Z,3934,0,110,0,14
20190919T10Z,3567,0,112,0,15
20190919T09Z,3484,0,110,0,15
20190919T08Z,3540,0,110,0,16
20190919T07Z,3699,0,111,0,16
20190919T06Z,3896,0,109,0,16
20190919T05Z,4193,0,111,0,16
20190919T04Z,4260,0,111,0,16
20190919T03Z,4815,0,110,0,13
20190919T02Z,5363,0,109,0,13
20190919T01Z,5996,0,109,0,13
20190919T00Z,6613,0,109,0,13
20190918T23Z,6999,0,110,2,14
20190918T22Z,7283,0,108,42,14
20190918T21Z,7601,0,109,47,13
20190918T20Z,7726,0,108,55,12
20190918T19Z,7644,0,110,60,13
20190918T18Z,7207,0,109,78,12
20190918T17Z,6374,0,108,78,13
20190918T16Z,5674,0,108,79,13
20190918T15Z,5016,0,106,77,13
20190918T14Z,4657,0,109,58,13
20190918T13Z,4466,0,110,35,14
20190918T12Z,4320,0,110,2,14
20190918T11Z,4019,0,111,0,13
20190918T10Z,3616,0,112,0,14
20190918T09Z,3437,0,99,0,14
20190918T08Z,3480,0,84,0,13
20190918T07Z,3664,0,84,0,14
20190918T06Z,3910,0,83,0,14
20190918T05Z,4319,0,84,0,13
20190918T04Z,4662,0,84,0,14
20190918T03Z,5308,0,84,0,14
20190918T02Z,6098,0,83,0,14
20190918T01Z,6921,0,85,0,14
20190918T00Z,7441,0,86,2,14
20190917T23Z,8272,0,86,32,13
20190917T22Z,8533,0,85,64,14
20190917T21Z,8650,0,85,77,14
20190917T20Z,8367,0,85,83,14
20190917T19Z,8012,0,84,80,14
20190917T18Z,7542,0,85,83,13
20190917T17Z,7026,0,85,80,12
20190917T16Z,6235,0,85,83,12
20190917T15Z,5319,0,84,79,15
20190917T14Z,4843,0,85,73,14
20190917T13Z,4579,0,85,38,14
20190917T12Z,4346,0,85,3,14
20190917T11Z,4076,0,85,0,14
20190917T10Z,3670,0,85,0,15
20190917T09Z,3504,0,84,0,14
20190917T08Z,3551,0,84,0,14
20190917T07Z,3686,0,84,0,14
20190917T06Z,3893,0,84,0,15
20190917T05Z,4253,0,84,0,14
20190917T04Z,4640,0,84,0,14
20190917T03Z,5430,0,83,0,15
20190917T02Z,6077,0,107,0,13
20190917T01Z,6880,0,105,0,13
20190917T00Z,7229,0,102,2,12
20190916T23Z,7722,0,96,24,12
20190916T22Z,8102,0,103,62,36
20190916T21Z,8152,0,109,60,16
20190916T20Z,7945,0,106,66,14
20190916T19Z,7664,0,109,75,15
20190916T18Z,7347,0,108,65,15
20190916T17Z,6754,0,110,68,15
20190916T16Z,5924,0,110,77,15
20190916T15Z,5367,0,109,75,14
20190916T14Z,4946,0,109,66,15
20190916T13Z,4700,0,110,45,14
20190916T12Z,4513,0,112,3,14
20190916T11Z,4189,0,110,0,15
20190916T10Z,3791,0,110,0,14
20190916T09Z,3530,0,111,0,14
20190916T08Z,3448,0,111,0,15
20190916T07Z,3597,0,109,0,14
20190916T06Z,3817,0,110,0,15
20190916T05Z,4104,0,110,0,14
20190916T04Z,4397,0,109,0,15
20190916T03Z,4885,0,111,0,13
20190916T02Z,5299,0,110,0,12
20190916T01Z,5833,0,109,0,10
20190916T00Z,6038,0,107,1,11
20190915T23Z,6377,0,110,24,14
20190915T22Z,6864,0,109,41,37
20190915T21Z,7120,0,108,59,14
20190915T20Z,7070,0,110,69,13
20190915T19Z,7028,0,109,63,14
20190915T18Z,6782,0,109,69,13
20190915T17Z,6238,0,111,63,14
20190915T16Z,5549,0,112,66,15
20190915T15Z,5157,0,107,42,14
20190915T14Z,4662,0,108,27,15
20190915T13Z,4300,0,108,3,15
20190915T12Z,3899,0,109,1,14
20190915T11Z,3666,0,108,0,15
20190915T10Z,3560,0,108,0,14
20190915T09Z,3547,0,104,0,15
20190915T08Z,3614,0,105,0,14
20190915T07Z,3780,0,106,0,15
20190915T06Z,3972,0,111,0,14
20190915T05Z,4231,0,114,0,15
20190915T04Z,4478,0,114,0,14
20190915T03Z,4869,0,112,0,15
20190915T02Z,5227,0,113,0,14
20190915T01Z,5600,0,113,0,15
20190915T00Z,5814,0,112,2,14
20190914T23Z,6254,0,111,40,15
20190914T22Z,6650,0,111,75,36
20190914T21Z,6976,0,111,79,15
20190914T20Z,7011,0,111,73,16
20190914T19Z,6907,0,111,60,15
20190914T18Z,6701,0,110,51,15
20190914T17Z,6300,0,110,63,15
20190914T16Z,5782,0,111,66,15
20190914T15Z,5372,0,110,75,16
20190914T14Z,4756,0,113,75,15
20190914T13Z,4416,0,112,42,15
20190914T12Z,3957,0,111,4,14
20190914T11Z,3719,0,113,0,15
20190914T10Z,3553,0,112,0,15
20190914T09Z,3535,0,111,0,15
20190914T08Z,3592,0,111,0,13
20190914T07Z,3742,0,113,0,13
20190914T06Z,3975,0,111,0,14
20190914T05Z,4286,0,112,0,13
20190914T04Z,4529,0,111,0,14
20190914T03Z,4965,0,112,0,13
20190914T02Z,5350,0,112,0,14
20190914T01Z,5701,0,112,0,13
20190914T00Z,5906,0,112,2,14
20190913T23Z,6367,0,111,44,13
20190913T22Z,6768,0,112,46,37
20190913T21Z,6906,0,111,60,15
20190913T20Z,6896,0,111,59,15
20190913T19Z,6919,0,109,67,16
20190913T18Z,6813,0,104,64,16
20190913T17Z,6428,0,102,61,16
20190913T16Z,5892,0,105,76,15
20190913T15Z,5474,0,108,73,16
20190913T14Z,5034,0,110,55,16
20190913T13Z,4851,0,109,41,15
20190913T12Z,4683,0,112,1,15
20190913T11Z,4345,0,112,0,16
20190913T10Z,3956,0,113,0,16
20190913T09Z,3773,0,111,0,16
20190913T08Z,3803,0,112,0,16
20190913T07Z,3931,0,112,0,15
20190913T06Z,4149,0,113,0,16
20190913T05Z,4491,0,111,0,16
20190913T04Z,4825,0,113,0,16
20190913T03Z,5310,0,112,0,15
20190913T02Z,5840,0,112,0,16
20190913T01Z,6453,0,112,0,15
20190913T00Z,6755,0,113,1,16
