,other,hydro
20190925T21Z,234,1043
20190925T20Z,235,793
20190925T19Z,234,750
20190925T18Z,234,745
20190925T17Z,235,688
20190925T16Z,235,689
20190925T15Z,234,695
20190925T14Z,233,688
20190925T13Z,215,638
20190925T12Z,213,635
20190925T11Z,208,636
20190925T10Z,208,638
20190925T09Z,204,636
20190925T08Z,205,643
20190925T07Z,206,637
20190925T06Z,207,644
20190925T05Z,208,693
20190925T04Z,211,697
20190925T03Z,214,695
20190925T02Z,235,692
20190925T01Z,235,691
20190925T00Z,235,751
20190924T23Z,234,841
20190924T22Z,236,948
20190924T21Z,235,901
20190924T20Z,235,755
20190924T19Z,235,744
20190924T18Z,234,742
20190924T17Z,233,692
20190924T16Z,235,684
20190924T15Z,234,685
20190924T14Z,232,671
20190924T13Z,212,671
20190924T12Z,210,671
20190924T11Z,207,679
20190924T10Z,206,682
20190924T09Z,206,681
20190924T08Z,206,680
20190924T07Z,207,683
20190924T06Z,208,682
20190924T05Z,208,720
20190924T04Z,213,726
20190924T03Z,234,724
20190924T02Z,236,728
20190924T01Z,234,781
20190924T00Z,236,788
20190923T23Z,236,789
20190923T22Z,235,943
20190923T21Z,235,935
20190923T20Z,235,910
20190923T19Z,235,793
20190923T18Z,236,748
20190923T17Z,234,673
20190923T16Z,235,661
20190923T15Z,236,669
20190923T14Z,235,628
20190923T13Z,234,615
20190923T12Z,235,619
20190923T11Z,213,629
20190923T10Z,211,633
20190923T09Z,211,633
20190923T08Z,210,607
20190923T07Z,210,575
20190923T06Z,211,552
20190923T05Z,210,620
20190923T04Z,233,621
20190923T03Z,234,622
20190923T02Z,234,670
20190923T01Z,236,674
20190923T00Z,235,710
20190922T23Z,234,725
20190922T22Z,235,739
20190922T21Z,235,721
20190922T20Z,234,713
20190922T19Z,235,713
20190922T18Z,234,713
20190922T17Z,234,655
20190922T16Z,212,654
20190922T15Z,208,627
20190922T14Z,205,572
20190922T13Z,202,567
20190922T12Z,200,570
20190922T11Z,201,571
20190922T10Z,200,538
20190922T09Z,200,509
20190922T08Z,201,513
20190922T07Z,202,513
20190922T06Z,203,516
20190922T05Z,209,615
20190922T04Z,210,621
20190922T03Z,213,624
20190922T02Z,218,668
20190922T01Z,234,676
20190922T00Z,236,700
20190921T23Z,235,707
20190921T22Z,235,800
20190921T21Z,235,745
20190921T20Z,236,708
20190921T19Z,235,708
20190921T18Z,235,706
20190921T17Z,234,657
20190921T16Z,216,652
20190921T15Z,213,623
20190921T14Z,209,571
20190921T13Z,207,567
20190921T12Z,208,565
20190921T11Z,207,565
20190921T10Z,207,540
20190921T09Z,207,515
20190921T08Z,206,515
20190921T07Z,209,516
20190921T06Z,212,519
20190921T05Z,213,666
20190921T04Z,217,686
20190921T03Z,221,687
20190921T02Z,231,682
20190921T01Z,235,681
20190921T00Z,236,709
20190920T23Z,235,852
20190920T22Z,235,840
20190920T21Z,236,779
20190920T20Z,235,811
20190920T19Z,235,695
20190920T18Z,235,665
20190920T17Z,235,659
20190920T16Z,235,654
20190920T15Z,235,655
20190920T14Z,235,708
20190920T13Z,234,712
20190920T12Z,234,708
20190920T11Z,215,699
20190920T10Z,213,698
20190920T09Z,213,696
20190920T08Z,213,709
20190920T07Z,213,706
20190920T06Z,214,709
20190920T05Z,214,740
20190920T04Z,219,748
20190920T03Z,234,744
20190920T02Z,235,748
20190920T01Z,235,756
20190920T00Z,235,1031
20190919T23Z,235,1188
20190919T22Z,236,1199
20190919T21Z,234,1199
20190919T20Z,236,1195
20190919T19Z,235,1200
20190919T18Z,235,767
20190919T17Z,235,698
20190919T16Z,236,696
20190919T15Z,235,697
20190919T14Z,235,684
20190919T13Z,234,683
20190919T12Z,234,686
20190919T11Z,212,686
20190919T10Z,211,687
20190919T09Z,211,686
20190919T08Z,211,688
20190919T07Z,210,688
20190919T06Z,211,694
20190919T05Z,213,749
20190919T04Z,222,750
20190919T03Z,233,763
20190919T02Z,234,771
20190919T01Z,235,777
20190919T00Z,234,1122
20190918T23Z,234,1191
20190918T22Z,234,1202
20190918T21Z,234,1207
20190918T20Z,234,1201
20190918T19Z,234,1147
20190918T18Z,235,762
20190918T17Z,234,689
20190918T16Z,234,680
20190918T15Z,234,675
20190918T14Z,232,668
20190918T13Z,219,663
20190918T12Z,215,661
20190918T11Z,214,666
20190918T10Z,212,668
20190918T09Z,211,667
20190918T08Z,213,666
20190918T07Z,212,670
20190918T06Z,215,668
20190918T05Z,214,670
20190918T04Z,220,666
20190918T03Z,234,664
20190918T02Z,235,722
20190918T01Z,234,814
20190918T00Z,234,895
20190917T23Z,233,1201
20190917T22Z,233,1221
20190917T21Z,233,1211
20190917T20Z,234,1202
20190917T19Z,234,1062
20190917T18Z,234,817
20190917T17Z,233,738
20190917T16Z,234,723
20190917T15Z,234,697
20190917T14Z,226,653
20190917T13Z,218,672
20190917T12Z,217,670
20190917T11Z,214,669
20190917T10Z,213,668
20190917T09Z,212,672
20190917T08Z,214,666
20190917T07Z,214,666
20190917T06Z,216,672
20190917T05Z,216,700
20190917T04Z,225,701
20190917T03Z,234,700
20190917T02Z,235,770
20190917T01Z,234,865
20190917T00Z,235,1007
20190916T23Z,234,1198
20190916T22Z,233,1203
20190916T21Z,235,1210
20190916T20Z,234,1203
20190916T19Z,235,1194
20190916T18Z,235,857
20190916T17Z,234,647
20190916T16Z,235,616
20190916T15Z,234,614
20190916T14Z,232,573
20190916T13Z,216,579
20190916T12Z,214,579
20190916T11Z,211,675
20190916T10Z,210,685
20190916T09Z,209,673
20190916T08Z,210,690
20190916T07Z,210,687
20190916T06Z,213,690
20190916T05Z,212,652
20190916T04Z,216,650
20190916T03Z,215,644
20190916T02Z,234,672
20190916T01Z,235,681
20190916T00Z,235,689
20190915T23Z,234,962
20190915T22Z,233,1063
20190915T21Z,234,1010
20190915T20Z,234,868
20190915T19Z,233,819
20190915T18Z,233,818
20190915T17Z,232,853
20190915T16Z,230,826
20190915T15Z,205,739
20190915T14Z,203,657
20190915T13Z,201,645
20190915T12Z,200,617
20190915T11Z,199,621
20190915T10Z,199,619
20190915T09Z,200,622
20190915T08Z,200,627
20190915T07Z,201,624
20190915T06Z,202,629
20190915T05Z,204,627
20190915T04Z,207,617
20190915T03Z,210,709
20190915T02Z,223,851
20190915T01Z,234,859
20190915T00Z,235,854
20190914T23Z,235,866
20190914T22Z,234,957
20190914T21Z,235,910
20190914T20Z,235,878
20190914T19Z,235,868
20190914T18Z,234,828
20190914T17Z,235,832
20190914T16Z,220,816
20190914T15Z,208,679
20190914T14Z,206,624
20190914T13Z,206,664
20190914T12Z,205,667
20190914T11Z,206,670
20190914T10Z,205,664
20190914T09Z,205,668
20190914T08Z,205,673
20190914T07Z,207,668
20190914T06Z,211,674
20190914T05Z,215,613
20190914T04Z,219,678
20190914T03Z,235,704
20190914T02Z,236,792
20190914T01Z,235,851
20190914T00Z,235,920
20190913T23Z,235,1313
20190913T22Z,234,1326
20190913T21Z,235,1327
20190913T20Z,235,1258
20190913T19Z,234,1046
20190913T18Z,235,900
20190913T17Z,235,797
20190913T16Z,235,762
20190913T15Z,234,757
20190913T14Z,235,713
20190913T13Z,234,730
20190913T12Z,234,722
20190913T11Z,215,723
20190913T10Z,214,629
20190913T09Z,215,625
20190913T08Z,214,625
20190913T07Z,216,625
20190913T06Z,218,627
20190913T05Z,232,595
20190913T04Z,234,605
20190913T03Z,233,692
20190913T02Z,234,718
20190913T01Z,234,772
20190913T00Z,235,982
20190912T23Z,235,1309
20190912T22Z,235,1317
20190912T21Z,235,1312
20190912T20Z,234,1310
20190912T19Z,235,901
20190912T18Z,235,865
20190912T17Z,235,815
20190912T16Z,235,803
20190912T15Z,235,802
20190912T14Z,234,806
20190912T13Z,223,816
20190912T12Z,218,779
20190912T11Z,215,731
20190912T10Z,214,647
20190912T09Z,215,644
20190912T08Z,214,644
20190912T07Z,217,645
20190912T06Z,217,648
20190912T05Z,219,655
20190912T04Z,231,658
20190912T03Z,235,742
20190912T02Z,235,795
20190912T01Z,235,857
20190912T00Z,235,1172
20190911T23Z,235,1312
20190911T22Z,234,1313
20190911T21Z,235,1320
20190911T20Z,236,1311
20190911T19Z,235,1175
20190911T18Z,235,930
20190911T17Z,235,826
20190911T16Z,233,769
20190911T15Z,234,766
20190911T14Z,234,712
20190911T13Z,226,722
20190911T12Z,216,741
20190911T11Z,215,715
20190911T10Z,213,662
20190911T09Z,213,655
20190911T08Z,215,654
20190911T07Z,217,659
20190911T06Z,217,653
20190911T05Z,202,753
20190911T04Z,213,760
20190911T03Z,230,764
20190911T02Z,234,803
20190911T01Z,234,868
20190911T00Z,236,1036
20190910T23Z,234,1299
20190910T22Z,235,1302
20190910T21Z,235,1306
20190910T20Z,235,1301
20190910T19Z,235,1205
20190910T18Z,235,853
20190910T17Z,235,778
20190910T16Z,234,770
20190910T15Z,234,766
20190910T14Z,220,732
20190910T13Z,209,732
20190910T12Z,202,731
20190910T11Z,198,703
20190910T10Z,197,716
20190910T09Z,198,661
20190910T08Z,195,665
20190910T07Z,193,670
20190910T06Z,195,669
20190910T05Z,202,750
20190910T04Z,211,761
20190910T03Z,228,760
20190910T02Z,235,847
20190910T01Z,234,862
20190910T00Z,235,928
20190909T23Z,234,1182
20190909T22Z,234,1284
20190909T21Z,233,1219
20190909T20Z,234,1133
20190909T19Z,234,882
20190909T18Z,234,874
20190909T17Z,234,871
20190909T16Z,232,825
20190909T15Z,212,808
20190909T14Z,214,740
20190909T13Z,203,742
20190909T12Z,199,775
20190909T11Z,197,761
20190909T10Z,196,711
20190909T09Z,194,709
20190909T08Z,194,706
20190909T07Z,186,720
20190909T06Z,189,720
20190909T05Z,187,745
20190909T04Z,189,749
20190909T03Z,199,804
20190909T02Z,224,852
20190909T01Z,234,905
20190909T00Z,235,914
20190908T23Z,235,909
20190908T22Z,234,951
20190908T21Z,235,948
20190908T20Z,234,919
20190908T19Z,227,907
20190908T18Z,212,906
20190908T17Z,210,911
20190908T16Z,206,912
20190908T15Z,184,857
20190908T14Z,179,802
20190908T13Z,179,796
20190908T12Z,177,795
20190908T11Z,178,798
20190908T10Z,177,742
20190908T09Z,177,724
20190908T08Z,178,722
20190908T07Z,179,725
20190908T06Z,179,724
20190908T05Z,184,727
20190908T04Z,186,778
20190908T03Z,195,776
20190908T02Z,221,791
20190908T01Z,234,863
20190908T00Z,234,937
20190907T23Z,235,979
20190907T22Z,235,1072
20190907T21Z,234,1010
20190907T20Z,235,940
20190907T19Z,234,934
20190907T18Z,228,931
20190907T17Z,215,932
20190907T16Z,212,926
20190907T15Z,206,929
20190907T14Z,187,876
20190907T13Z,185,823
20190907T12Z,185,813
20190907T11Z,184,665
20190907T10Z,184,664
20190907T09Z,184,660
20190907T08Z,184,664
20190907T07Z,186,664
20190907T06Z,189,664
20190907T05Z,199,633
20190907T04Z,205,725
20190907T03Z,214,792
20190907T02Z,232,886
20190907T01Z,234,949
20190907T00Z,235,1321
20190906T23Z,233,1363
20190906T22Z,234,1267
20190906T21Z,234,1270
20190906T20Z,234,1270
20190906T19Z,234,1263
20190906T18Z,234,1084
20190906T17Z,234,902
20190906T16Z,232,745
20190906T15Z,228,637
20190906T14Z,209,651
20190906T13Z,201,649
20190906T12Z,197,735
20190906T11Z,195,736
20190906T10Z,193,637
20190906T09Z,192,630
20190906T08Z,191,625
20190906T07Z,187,627
20190906T06Z,188,631
20190906T05Z,195,652
20190906T04Z,201,708
20190906T03Z,221,839
20190906T02Z,226,910
20190906T01Z,234,949
20190906T00Z,236,1339
20190905T23Z,234,1353
20190905T22Z,235,1345
20190905T21Z,233,1358
20190905T20Z,235,1359
20190905T19Z,235,1345
20190905T18Z,234,1013
20190905T17Z,235,812
20190905T16Z,235,592
20190905T15Z,232,566
20190905T14Z,206,629
20190905T13Z,199,634
20190905T12Z,200,725
20190905T11Z,194,628
20190905T10Z,194,572
20190905T09Z,193,572
20190905T08Z,191,577
20190905T07Z,191,571
20190905T06Z,193,574
20190905T05Z,197,578
20190905T04Z,200,655
20190905T03Z,206,767
20190905T02Z,229,771
20190905T01Z,235,920
20190905T00Z,237,1027
20190904T23Z,236,1348
20190904T22Z,235,1366
20190904T21Z,235,1363
20190904T20Z,234,1363
20190904T19Z,234,1387
20190904T18Z,234,1037
20190904T17Z,235,916
20190904T16Z,234,791
20190904T15Z,213,653
20190904T14Z,213,651
20190904T13Z,203,645
20190904T12Z,200,729
20190904T11Z,196,670
20190904T10Z,194,549
20190904T09Z,194,546
20190904T08Z,192,546
20190904T07Z,193,551
20190904T06Z,194,559
20190904T05Z,206,671
20190904T04Z,210,741
20190904T03Z,225,743
20190904T02Z,234,786
20190904T01Z,235,897
20190904T00Z,236,1233
20190903T23Z,234,1365
20190903T22Z,236,1344
20190903T21Z,234,1371
20190903T20Z,235,1366
20190903T19Z,235,1212
20190903T18Z,235,922
20190903T17Z,235,787
20190903T16Z,235,727
20190903T15Z,234,732
20190903T14Z,215,737
20190903T13Z,204,669
20190903T12Z,203,652
20190903T11Z,198,611
20190903T10Z,198,587
20190903T09Z,196,589
20190903T08Z,193,585
20190903T07Z,193,587
20190903T06Z,193,592
20190903T05Z,205,699
20190903T04Z,208,763
20190903T03Z,208,823
20190903T02Z,210,836
20190903T01Z,233,813
20190903T00Z,236,822
20190902T23Z,233,947
20190902T22Z,235,1196
20190902T21Z,235,1103
20190902T20Z,234,847
20190902T19Z,236,830
20190902T18Z,235,824
20190902T17Z,233,832
20190902T16Z,232,822
20190902T15Z,208,746
20190902T14Z,200,741
20190902T13Z,195,677
20190902T12Z,196,674
20190902T11Z,192,691
20190902T10Z,192,690
20190902T09Z,192,665
20190902T08Z,192,658
20190902T07Z,192,656
20190902T06Z,192,656
20190902T05Z,195,594
20190902T04Z,199,740
20190902T03Z,209,805
20190902T02Z,214,823
20190902T01Z,233,828
20190902T00Z,235,838
20190901T23Z,235,1041
20190901T22Z,235,1033
20190901T21Z,234,952
20190901T20Z,235,825
20190901T19Z,235,821
20190901T18Z,228,812
20190901T17Z,225,810
20190901T16Z,221,760
20190901T15Z,199,759
20190901T14Z,197,738
20190901T13Z,193,677
20190901T12Z,192,677
20190901T11Z,190,677
20190901T10Z,189,678
20190901T09Z,190,675
20190901T08Z,190,672
20190901T07Z,192,586
20190901T06Z,192,590
20190901T05Z,191,588
20190901T04Z,193,650
20190901T03Z,201,647
20190901T02Z,207,694
20190901T01Z,233,791
20190901T00Z,235,797
20190831T23Z,235,888
20190831T22Z,236,976
20190831T21Z,235,976
20190831T20Z,235,834
20190831T19Z,232,826
20190831T18Z,220,819
20190831T17Z,217,726
20190831T16Z,215,721
20190831T15Z,190,720
20190831T14Z,186,600
20190831T13Z,183,544
20190831T12Z,183,533
20190831T11Z,185,511
20190831T10Z,184,514
20190831T09Z,184,489
20190831T08Z,186,492
20190831T07Z,185,495
20190831T06Z,187,493
20190831T05Z,191,507
20190831T04Z,195,521
20190831T03Z,197,714
20190831T02Z,216,725
20190831T01Z,217,774
20190831T00Z,235,799
20190830T23Z,235,899
20190830T22Z,235,929
20190830T21Z,235,885
20190830T20Z,234,823
20190830T19Z,234,818
20190830T18Z,234,817
20190830T17Z,230,814
20190830T16Z,224,814
20190830T15Z,201,745
20190830T14Z,195,691
20190830T13Z,189,694
20190830T12Z,189,584
20190830T11Z,186,486
20190830T10Z,184,485
20190830T09Z,182,485
20190830T08Z,183,491
20190830T07Z,183,494
20190830T06Z,184,462
20190830T05Z,192,723
20190830T04Z,196,732
20190830T03Z,200,783
20190830T02Z,217,786
20190830T01Z,235,841
20190830T00Z,235,912
20190829T23Z,235,1188
20190829T22Z,235,1173
20190829T21Z,236,1146
20190829T20Z,236,994
20190829T19Z,237,841
20190829T18Z,236,820
20190829T17Z,235,792
20190829T16Z,236,702
20190829T15Z,235,545
20190829T14Z,234,541
20190829T13Z,204,536
20190829T12Z,189,533
20190829T11Z,184,539
20190829T10Z,183,536
20190829T09Z,183,535
20190829T08Z,184,541
20190829T07Z,183,538
20190829T06Z,184,540
20190829T05Z,170,539
20190829T04Z,171,570
20190829T03Z,191,625
20190829T02Z,222,653
20190829T01Z,233,868
20190829T00Z,235,919
20190828T23Z,235,1000
20190828T22Z,235,1089
20190828T21Z,234,1030
20190828T20Z,235,917
20190828T19Z,235,817
20190828T18Z,235,817
20190828T17Z,227,769
20190828T16Z,200,714
20190828T15Z,173,586
20190828T14Z,171,571
20190828T13Z,170,573
20190828T12Z,170,570
20190828T11Z,170,568
20190828T10Z,171,562
20190828T09Z,169,568
20190828T08Z,171,560
20190828T07Z,170,555
20190828T06Z,170,561
20190828T05Z,170,536
20190828T04Z,171,539
20190828T03Z,194,573
20190828T02Z,222,582
20190828T01Z,221,699
20190828T00Z,235,900
20190827T23Z,234,909
20190827T22Z,235,1055
20190827T21Z,236,1003
20190827T20Z,235,1001
20190827T19Z,234,916
20190827T18Z,233,837
20190827T17Z,213,724
20190827T16Z,182,559
20190827T15Z,171,501
20190827T14Z,170,414
20190827T13Z,170,409
20190827T12Z,171,411
20190827T11Z,170,412
20190827T10Z,171,383
20190827T09Z,170,384
20190827T08Z,170,378
20190827T07Z,170,383
20190827T06Z,171,392
20190827T05Z,170,404
20190827T04Z,171,407
20190827T03Z,195,474
20190827T02Z,225,512
20190827T01Z,226,521
20190827T00Z,236,625
20190826T23Z,235,774
20190826T22Z,234,983
20190826T21Z,235,963
20190826T20Z,234,747
20190826T19Z,234,693
20190826T18Z,225,581
20190826T17Z,214,527
20190826T16Z,185,489
20190826T15Z,170,507
20190826T14Z,170,473
20190826T13Z,170,473
20190826T12Z,170,426
20190826T11Z,170,419
20190826T10Z,170,397
20190826T09Z,170,391
20190826T08Z,170,387
20190826T07Z,171,382
20190826T06Z,170,388
20190826T05Z,170,427
20190826T04Z,170,446
20190826T03Z,173,525
20190826T02Z,202,554
20190826T01Z,215,582
20190826T00Z,235,666
20190825T23Z,235,682
20190825T22Z,235,628
20190825T21Z,235,626
20190825T20Z,234,625
20190825T19Z,223,612
20190825T18Z,195,611
20190825T17Z,192,630
20190825T16Z,171,606
20190825T15Z,171,458
20190825T14Z,170,451
20190825T13Z,171,429
20190825T12Z,171,406
20190825T11Z,169,412
20190825T10Z,170,392
20190825T09Z,170,364
20190825T08Z,169,364
20190825T07Z,170,364
20190825T06Z,171,365
20190825T05Z,170,372
20190825T04Z,170,374
20190825T03Z,175,465
20190825T02Z,204,469
20190825T01Z,234,462
20190825T00Z,234,589
20190824T23Z,235,650
20190824T22Z,235,659
20190824T21Z,234,661
20190824T20Z,234,672
20190824T19Z,225,671
20190824T18Z,214,672
20190824T17Z,192,703
20190824T16Z,170,703
20190824T15Z,170,647
20190824T14Z,172,563
20190824T13Z,170,562
20190824T12Z,171,560
20190824T11Z,170,540
20190824T10Z,169,513
20190824T09Z,170,444
20190824T08Z,171,455
20190824T07Z,170,456
20190824T06Z,171,465
20190824T05Z,194,382
20190824T04Z,197,380
20190824T03Z,199,555
20190824T02Z,218,626
20190824T01Z,218,860
20190824T00Z,223,963
20190823T23Z,234,998
20190823T22Z,235,1145
20190823T21Z,234,1098
20190823T20Z,235,1049
20190823T19Z,235,984
20190823T18Z,235,711
20190823T17Z,211,709
20190823T16Z,200,674
20190823T15Z,198,622
20190823T14Z,195,603
20190823T13Z,194,597
20190823T12Z,193,594
20190823T11Z,191,596
20190823T10Z,188,600
20190823T09Z,188,536
20190823T08Z,189,532
20190823T07Z,188,529
20190823T06Z,189,532
20190823T05Z,196,537
20190823T04Z,203,543
20190823T03Z,209,660
20190823T02Z,228,662
20190823T01Z,227,700
20190823T00Z,236,796
20190822T23Z,235,1126
20190822T22Z,236,1177
20190822T21Z,235,1186
20190822T20Z,235,1175
20190822T19Z,235,1123
20190822T18Z,237,896
20190822T17Z,234,835
20190822T16Z,208,826
20190822T15Z,199,629
20190822T14Z,197,621
20190822T13Z,198,619
20190822T12Z,195,620
20190822T11Z,191,621
20190822T10Z,191,613
20190822T09Z,191,556
20190822T08Z,191,563
20190822T07Z,193,563
20190822T06Z,193,567
20190822T05Z,201,699
20190822T04Z,207,764
20190822T03Z,229,807
20190822T02Z,235,803
20190822T01Z,235,799
20190822T00Z,235,1116
20190821T23Z,234,1368
20190821T22Z,234,1373
20190821T21Z,234,1234
20190821T20Z,234,1030
20190821T19Z,234,1000
20190821T18Z,235,868
20190821T17Z,235,814
20190821T16Z,234,816
20190821T15Z,224,762
20190821T14Z,204,759
20190821T13Z,205,727
20190821T12Z,195,720
20190821T11Z,192,609
20190821T10Z,191,566
20190821T09Z,189,562
20190821T08Z,191,561
20190821T07Z,193,561
20190821T06Z,195,558
20190821T05Z,171,507
20190821T04Z,181,586
20190821T03Z,205,763
20190821T02Z,233,772
20190821T01Z,236,896
20190821T00Z,236,1282
20190820T23Z,235,1390
20190820T22Z,235,1387
20190820T21Z,233,1397
20190820T20Z,234,1390
20190820T19Z,233,1379
20190820T18Z,233,1108
20190820T17Z,230,805
20190820T16Z,204,797
20190820T15Z,193,742
20190820T14Z,186,773
20190820T13Z,172,737
20190820T12Z,171,725
20190820T11Z,170,655
20190820T10Z,171,571
20190820T09Z,171,569
20190820T08Z,171,570
20190820T07Z,170,571
20190820T06Z,170,573
20190820T05Z,174,608
20190820T04Z,178,601
20190820T03Z,205,692
20190820T02Z,233,767
20190820T01Z,235,811
20190820T00Z,234,1284
20190819T23Z,235,1385
20190819T22Z,234,1395
20190819T21Z,234,1389
20190819T20Z,235,1336
20190819T19Z,233,1303
20190819T18Z,235,1069
20190819T17Z,232,874
20190819T16Z,206,812
20190819T15Z,192,768
20190819T14Z,171,758
20190819T13Z,170,717
20190819T12Z,170,713
20190819T11Z,170,604
20190819T10Z,170,605
20190819T09Z,170,604
20190819T08Z,170,603
20190819T07Z,170,601
20190819T06Z,170,604
20190819T05Z,171,601
20190819T04Z,173,642
20190819T03Z,202,738
20190819T02Z,231,829
20190819T01Z,236,853
20190819T00Z,236,1019
20190818T23Z,235,1232
20190818T22Z,234,1335
20190818T21Z,235,1125
20190818T20Z,234,1030
20190818T19Z,234,952
20190818T18Z,228,887
20190818T17Z,220,841
20190818T16Z,194,833
20190818T15Z,171,739
20190818T14Z,170,740
20190818T13Z,170,703
20190818T12Z,170,692
20190818T11Z,170,623
20190818T10Z,170,618
20190818T09Z,170,614
20190818T08Z,170,618
20190818T07Z,170,614
20190818T06Z,170,617
20190818T05Z,171,626
20190818T04Z,170,668
20190818T03Z,178,797
20190818T02Z,208,833
20190818T01Z,234,834
20190818T00Z,236,885
20190817T23Z,235,1104
20190817T22Z,234,1107
20190817T21Z,234,1107
20190817T20Z,235,1115
20190817T19Z,233,1044
20190817T18Z,222,932
20190817T17Z,217,887
20190817T16Z,191,833
20190817T15Z,171,775
20190817T14Z,169,732
20190817T13Z,170,733
20190817T12Z,170,722
20190817T11Z,170,599
20190817T10Z,170,559
20190817T09Z,171,555
20190817T08Z,169,559
20190817T07Z,170,555
20190817T06Z,170,559
20190817T05Z,170,546
20190817T04Z,176,711
20190817T03Z,204,714
20190817T02Z,235,713
20190817T01Z,236,854
20190817T00Z,236,1009
20190816T23Z,235,1139
20190816T22Z,235,1279
20190816T21Z,235,1223
20190816T20Z,236,1199
20190816T19Z,235,901
20190816T18Z,235,770
20190816T17Z,232,765
20190816T16Z,206,766
20190816T15Z,176,762
20190816T14Z,170,769
20190816T13Z,170,675
20190816T12Z,171,633
20190816T11Z,170,550
20190816T10Z,170,543
20190816T09Z,170,547
20190816T08Z,170,587
20190816T07Z,169,587
20190816T06Z,170,543
20190816T05Z,171,552
20190816T04Z,175,579
20190816T03Z,204,757
20190816T02Z,234,765
20190816T01Z,235,834
20190816T00Z,235,1032
