,coal,natural gas,petroleum,other,solar,hydro
20191120T22-05,145,375.0,,8,0,9
20191120T21-05,147,422.0,,9,0,37
20191120T20-05,147,449.0,,-1,8,37
20191120T19-05,149,422.0,,0,8,37
20191120T18-05,141,444.0,,0,9,37
20191120T17-05,102,420.0,,-1,9,9
20191120T16-05,93,374.0,,0,9,5
20191120T15-05,93,375.0,,0,11,6
20191120T14-05,133,372.0,,-1,11,5
20191120T13-05,146,325.0,,0,11,5
20191120T12-05,147,300.0,,0,11,5
20191120T11-05,146,275.0,,4,9,9
20191120T10-05,145,139.0,,9,9,62
20191120T09-05,145,289.0,,0,9,74
20191120T08-05,142,245.0,,-1,8,74
20191120T07-05,139,283.0,,9,0,74
20191120T06-05,135,282.0,,8,0,18
20191120T05-05,128,269.0,,7,0,10
20191120T04-05,118,185.0,,9,0,11
20191120T03-05,118,185.0,,7,0,11
20191120T02-05,121,183.0,,8,0,9
20191120T01-05,122,195.0,,9,0,29
20191120T00-05,119,216.0,,7,0,74
20191119T23-05,116,282.0,,8,0,74
20191119T22-05,106,284.0,,8,0,75
20191119T21-05,126,281.0,,8,0,75
20191119T20-05,137,293.0,,0,9,74
20191119T19-05,139,404.0,,-1,8,74
20191119T18-05,139,339.0,,0,8,75
20191119T17-05,132,241.0,,0,9,14
20191119T16-05,109,176.0,,-1,9,6
20191119T15-05,106,76.0,,0,10,5
20191119T14-05,120,65.0,,0,9,6
20191119T13-05,139,95.0,,-1,11,5
20191119T12-05,138,149.0,,0,11,7
20191119T11-05,139,152.0,,0,10,0
20191119T10-05,137,104.0,,0,11,40
20191119T09-05,138,115.0,,0,10,74
20191119T08-05,137,141.0,,-1,8,74
20191119T07-05,134,167.0,,9,0,73
20191119T06-05,134,118.0,,8,0,8
20191119T05-05,134,83.0,,9,0,5
20191119T04-05,133,89.0,,8,0,5
20191119T03-05,133,67.0,,8,0,5
20191119T02-05,160,73.0,,8,0,4
20191119T01-05,188,94.0,,8,0,4
20191119T00-05,228,69.0,,8,0,5
20191118T23-05,281,89.0,,9,0,5
20191118T22-05,306,161.0,,8,0,5
20191118T21-05,309,165.0,,7,0,36
20191118T20-05,309,114.0,,0,9,66
20191118T19-05,308,66.0,,0,8,37
20191118T18-05,276,143.0,,0,9,37
20191118T17-05,222,218.0,,0,8,8
20191118T16-05,178,227.0,,0,10,5
20191118T15-05,168,271.0,,-1,11,5
20191118T14-05,196,281.0,,0,10,5
20191118T13-05,200,284.0,,0,11,5
20191118T12-05,234,271.0,,61,11,5
20191118T11-05,242,188.0,,9,9,5
20191118T10-05,222,185.0,,-1,9,29
20191118T09-05,202,214.0,,0,9,73
20191118T08-05,196,285.0,,0,8,74
20191118T07-05,181,283.0,,8,0,74
20191118T06-05,174,281.0,,9,0,40
20191118T05-05,147,284.0,,7,0,5
20191118T04-05,77,282.0,,9,0,5
20191118T03-05,44,284.0,,8,0,6
20191118T02-05,49,199.0,,8,0,4
20191118T01-05,49,184.0,,9,0,4
20191118T00-05,40,183.0,,7,0,5
20191117T23-05,39,228.0,,8,0,6
20191117T22-05,62,251.0,,9,0,6
20191117T21-05,77,286.0,,8,0,37
20191117T20-05,89,275.0,,0,9,37
20191117T19-05,94,266.0,,0,8,37
20191117T18-05,128,229.0,,-1,8,37
20191117T17-05,102,239.0,,0,9,8
20191117T16-05,92,222.0,,0,10,6
20191117T15-05,91,215.0,,0,10,5
20191117T14-05,91,214.0,,0,11,5
20191117T13-05,92,214.0,,-1,11,5
20191117T12-05,99,213.0,,0,11,5
20191117T11-05,141,216.0,,0,11,22
20191117T10-05,164,217.0,,0,11,73
20191117T09-05,167,226.0,,0,9,75
20191117T08-05,176,142.0,,13,9,73
20191117T07-05,179,122.0,,7,0,74
20191117T06-05,169,186.0,,8,0,10
20191117T05-05,165,195.0,,9,0,5
20191117T04-05,169,200.0,,8,0,5
20191117T03-05,128,197.0,,9,0,5
20191117T02-05,156,196.0,,7,0,4
20191117T01-05,180,278.0,,8,0,4
20191117T00-05,182,279.0,,9,0,5
20191116T23-05,182,278.0,,8,0,26
20191116T22-05,181,280.0,,8,0,74
20191116T21-05,181,283.0,,8,0,74
20191116T20-05,180,279.0,,0,8,74
20191116T19-05,179,277.0,,0,9,74
20191116T18-05,174,250.0,,0,8,43
20191116T17-05,169,207.0,,-1,9,10
20191116T16-05,169,215.0,,0,10,10
20191116T15-05,155,145.0,,0,10,10
20191116T14-05,118,92.0,,0,11,10
20191116T13-05,101,148.0,,-1,11,10
20191116T12-05,169,154.0,,0,11,27
20191116T11-05,182,289.0,,0,11,73
20191116T10-05,183,342.0,,0,10,74
20191116T09-05,182,351.0,,-1,9,74
20191116T08-05,183,345.0,,0,8,74
20191116T07-05,184,277.0,,9,0,74
20191116T06-05,181,221.0,,7,0,12
20191116T05-05,183,286.0,,9,0,5
20191116T04-05,184,273.0,,8,0,5
20191116T03-05,182,274.0,,8,0,5
20191116T02-05,183,276.0,,8,0,4
20191116T01-05,183,274.0,,8,0,4
20191116T00-05,183,271.0,,8,0,5
20191115T23-05,183,289.0,,9,0,5
20191115T22-05,182,293.0,,7,0,8
20191115T21-05,184,291.0,,9,0,67
20191115T20-05,182,290.0,,0,8,74
20191115T19-05,176,291.0,,0,8,74
20191115T18-05,172,290.0,,-1,9,74
20191115T17-05,173,281.0,,0,8,14
20191115T16-05,172,188.0,,0,7,10
20191115T15-05,172,189.0,,0,9,10
20191115T14-05,173,184.0,,-1,10,9
20191115T13-05,173,185.0,,0,10,10
20191115T12-05,173,178.0,,0,10,23
20191115T11-05,173,184.0,,-1,10,74
20191115T10-05,172,174.0,,0,9,74
20191115T09-05,171,193.0,,0,9,74
20191115T08-05,170,220.0,,0,8,74
20191115T07-05,159,227.0,,8,0,74
20191115T06-05,77,286.0,,8,0,10
20191115T05-05,44,248.0,,8,0,11
20191115T04-05,45,187.0,,9,0,10
20191115T03-05,46,183.0,,7,0,11
20191115T02-05,44,195.0,,8,0,9
20191115T01-05,48,189.0,,9,0,10
20191115T00-05,58,193.0,,8,0,11
20191114T23-05,131,193.0,,8,0,10
20191114T22-05,170,179.0,,8,0,11
20191114T21-05,181,107.0,,8,0,10
20191114T20-05,181,264.0,,0,9,11
20191114T19-05,182,314.0,,-1,8,10
20191114T18-05,181,315.0,,0,8,11
20191114T17-05,182,317.0,,0,9,10
20191114T16-05,173,284.0,,0,9,11
20191114T15-05,149,292.0,,-1,9,11
20191114T14-05,145,319.0,,0,11,10
20191114T13-05,147,319.0,,0,10,24
20191114T12-05,145,323.0,,-1,9,67
20191114T11-05,146,341.0,,0,9,74
20191114T10-05,148,438.0,,0,9,73
20191114T09-05,178,432.0,,0,9,74
20191114T08-05,180,400.0,,0,8,74
20191114T07-05,181,326.0,,9,0,74
20191114T06-05,182,378.0,,8,0,17
20191114T05-05,179,351.0,,9,0,10
20191114T04-05,181,323.0,,7,0,10
20191114T03-05,181,324.0,,8,0,10
20191114T02-05,182,325.0,,9,0,9
20191114T01-05,179,324.0,,8,0,10
20191114T00-05,183,301.0,,8,0,10
20191113T23-05,183,295.0,,9,0,10
20191113T22-05,181,295.0,,8,0,59
20191113T21-05,183,249.0,,9,0,74
20191113T20-05,182,200.0,,0,8,74
20191113T19-05,181,169.0,,0,8,74
20191113T18-05,182,156.0,,0,9,18
20191113T17-05,181,150.0,,0,9,10
20191113T16-05,183,137.0,,0,10,11
20191113T15-05,179,116.0,,0,11,10
20191113T14-05,181,189.0,,0,11,10
20191113T13-05,180,196.0,,0,11,10
20191113T12-05,182,203.0,,0,11,11
20191113T11-05,180,348.0,,0,11,48
20191113T10-05,182,366.0,,-1,11,74
20191113T09-05,181,367.0,,0,9,74
20191113T08-05,180,364.0,,0,9,74
20191113T07-05,178,367.0,,8,0,73
20191113T06-05,179,370.0,,9,0,9
20191113T05-05,177,367.0,,8,0,5
20191113T04-05,177,365.0,,9,0,5
20191113T03-05,177,367.0,,8,0,5
20191113T02-05,176,367.0,,9,0,4
20191113T01-05,176,364.0,,8,0,4
20191113T00-05,177,365.0,,9,0,5
20191112T23-05,176,365.0,,7,0,5
20191112T22-05,179,363.0,,9,0,24
20191112T21-05,180,366.0,,8,0,74
20191112T20-05,179,354.0,,0,9,74
20191112T19-05,181,198.0,,0,8,68
20191112T18-05,180,237.0,,0,8,37
20191112T17-05,180,160.0,,0,9,37
20191112T16-05,178,142.0,,0,9,37
20191112T15-05,179,137.0,,0,9,37
20191112T14-05,177,150.0,,0,9,37
20191112T13-05,177,250.0,,0,9,36
20191112T12-05,177,319.0,,0,9,37
20191112T11-05,178,332.0,,0,9,36
20191112T10-05,176,327.0,,0,9,5
20191112T09-05,179,222.0,,0,8,5
20191112T08-05,173,142.0,,0,8,5
20191112T07-05,98,102.0,,9,0,5
20191112T06-05,49,-2.0,,8,0,5
20191112T05-05,46,-2.0,,9,0,6
20191112T04-05,47,-2.0,,8,0,5
20191112T03-05,47,-2.0,,8,0,5
20191112T02-05,46,-2.0,,9,0,4
20191112T01-05,48,-2.0,,8,0,5
20191112T00-05,68,-2.0,,9,0,5
20191111T23-05,97,-2.0,,8,0,5
20191111T22-05,116,63.0,,8,0,6
20191111T21-05,124,79.0,,9,0,5
20191111T20-05,135,67.0,,0,9,5
20191111T19-05,178,69.0,,0,8,6
20191111T18-05,180,68.0,,0,8,5
20191111T17-05,177,66.0,,0,9,5
20191111T16-05,105,66.0,,0,10,6
20191111T15-05,67,66.0,,0,10,5
20191111T14-05,67,67.0,,0,10,5
20191111T13-05,73,68.0,,0,11,6
20191111T12-05,154,68.0,,0,12,5
20191111T11-05,180,68.0,,0,10,5
20191111T10-05,178,67.0,,0,11,5
20191111T09-05,178,146.0,,0,9,62
20191111T08-05,176,159.0,,0,8,74
20191111T07-05,174,158.0,,9,0,74
20191111T06-05,163,121.0,,8,0,28
20191111T05-05,136,100.0,,9,0,5
20191111T04-05,110,-1.0,,8,0,5
20191111T03-05,96,-2.0,,8,0,5
20191111T02-05,98,-2.0,,9,0,4
20191111T01-05,112,-1.0,,8,0,4
20191111T00-05,104,22.0,0.0,9,0,5
20191110T23-05,118,99.0,0.0,8,0,5
20191110T22-05,170,97.0,0.0,8,0,5
20191110T21-05,169,134.0,0.0,9,0,5
20191110T20-05,169,151.0,0.0,0,8,5
20191110T19-05,170,143.0,0.0,0,9,5
20191110T18-05,138,120.0,0.0,0,8,5
20191110T17-05,63,96.0,0.0,0,9,9
20191110T16-05,46,71.0,0.0,0,10,10
20191110T15-05,47,94.0,0.0,0,10,10
20191110T14-05,46,187.0,0.0,0,11,10
20191110T13-05,45,187.0,0.0,0,11,10
20191110T12-05,46,182.0,0.0,0,12,10
20191110T11-05,97,182.0,0.0,0,11,10
20191110T10-05,165,112.0,93.0,0,10,10
20191110T09-05,171,114.0,179.0,0,10,60
20191110T08-05,171,113.0,180.0,0,8,74
20191110T07-05,170,113.0,174.0,9,0,73
20191110T06-05,171,267.0,0.0,8,0,49
20191110T05-05,171,288.0,0.0,9,0,10
20191110T04-05,171,285.0,0.0,8,0,11
20191110T03-05,171,283.0,0.0,8,0,29
20191110T02-05,139,275.0,0.0,10,0,42
20191110T01-05,91,337.0,0.0,61,0,41
20191110T00-05,93,375.0,,101,0,43
20191109T23-05,108,373.0,,101,0,43
20191109T22-05,141,344.0,,101,0,67
20191109T21-05,158,308.0,,101,0,74
20191109T20-05,137,325.0,,93,8,66
20191109T19-05,85,367.0,,93,9,37
20191109T18-05,60,398.0,,91,8,9
20191109T17-05,52,380.0,,92,9,5
20191109T16-05,46,364.0,,91,10,6
20191109T15-05,47,364.0,,92,11,6
20191109T14-05,46,368.0,,92,11,10
20191109T13-05,45,370.0,,93,11,22
20191109T12-05,65,369.0,,93,11,42
20191109T11-05,156,371.0,,94,11,57
20191109T10-05,181,338.0,,94,11,74
20191109T09-05,180,386.0,,94,10,74
20191109T08-05,178,426.0,,95,8,74
20191109T07-05,174,382.0,,104,0,74
20191109T06-05,172,359.0,,102,0,74
20191109T05-05,172,345.0,,103,0,17
20191109T04-05,114,355.0,,103,0,11
20191109T03-05,67,384.0,,102,0,10
20191109T02-05,76,365.0,,103,0,9
20191109T01-05,118,301.0,,102,0,9
20191109T00-05,169,295.0,,102,0,27
20191108T23-05,170,339.0,,103,0,74
20191108T22-05,170,361.0,,102,0,74
20191108T21-05,169,341.0,,103,0,74
20191108T20-05,170,365.0,,93,8,74
20191108T19-05,167,324.0,,93,9,74
20191108T18-05,112,313.0,,93,8,74
20191108T17-05,51,261.0,,93,9,74
20191108T16-05,48,251.0,,91,10,74
20191108T15-05,47,253.0,,89,11,74
20191108T14-05,96,253.0,,87,11,74
20191108T13-05,107,255.0,,88,11,73
20191108T12-05,107,254.0,,87,11,73
20191108T11-05,107,256.0,,88,12,74
20191108T10-05,106,254.0,,88,11,74
20191108T09-05,135,307.0,,87,9,66
20191108T08-05,173,267.0,,82,9,74
20191108T07-05,171,216.0,,78,0,74
20191108T06-05,135,220.0,,76,0,74
20191108T05-05,76,154.0,,78,0,18
20191108T04-05,49,145.0,,76,0,10
20191108T03-05,47,144.0,,77,0,10
20191108T02-05,49,146.0,,77,0,9
20191108T01-05,50,144.0,,77,0,9
20191108T00-05,107,145.0,,76,0,34
20191107T23-05,160,155.0,,77,0,74
20191107T22-05,176,224.0,,78,0,74
20191107T21-05,177,258.0,,77,0,74
20191107T20-05,174,258.0,,68,9,74
20191107T19-05,176,258.0,,69,8,74
20191107T18-05,141,290.0,,70,8,74
20191107T17-05,57,288.0,,85,9,74
20191107T16-05,45,248.0,,87,8,74
20191107T15-05,47,224.0,,82,9,74
20191107T14-05,46,212.0,,76,9,74
20191107T13-05,47,216.0,,78,10,74
20191107T12-05,47,226.0,,75,9,74
20191107T11-05,84,144.0,,33,10,74
20191107T10-05,151,96.0,,0,9,74
20191107T09-05,178,92.0,,0,9,74
20191107T08-05,178,206.0,,48,9,72
20191107T07-05,165,255.0,,79,0,70
20191107T06-05,74,195.0,,81,0,69
20191107T05-05,49,192.0,,79,0,5
20191107T04-05,47,193.0,,80,0,6
20191107T03-05,48,195.0,,80,0,5
20191107T02-05,47,192.0,,80,0,4
20191107T01-05,49,194.0,,81,0,4
20191107T00-05,0,194.0,,80,0,44
20191106T23-05,0,193.0,,80,0,70
20191106T22-05,0,194.0,,81,0,70
20191106T21-05,0,210.0,,81,0,70
20191106T20-05,0,212.0,,72,8,70
20191106T19-05,0,207.0,,72,9,70
20191106T18-05,0,230.0,,73,8,72
20191106T17-05,0,193.0,,73,9,70
20191106T16-05,0,193.0,,73,10,70
20191106T15-05,0,194.0,,73,10,70
20191106T14-05,0,192.0,,74,10,70
20191106T13-05,0,194.0,,22,11,71
20191106T12-05,46,194.0,,0,11,70
20191106T11-05,65,193.0,,0,10,71
20191106T10-05,121,151.0,,0,11,70
20191106T09-05,169,94.0,,0,10,64
20191106T08-05,176,162.0,,0,8,10
20191106T07-05,179,236.0,,9,0,10
20191106T06-05,152,274.0,,8,0,10
20191106T05-05,63,238.0,,9,0,11
20191106T04-05,48,183.0,,8,0,10
20191106T03-05,48,183.0,,8,0,11
20191106T02-05,48,184.0,,9,0,13
20191106T01-05,48,183.0,,8,0,47
20191106T00-05,48,186.0,,9,0,71
20191105T23-05,72,186.0,,8,0,71
20191105T22-05,168,225.0,,9,0,70
20191105T21-05,178,275.0,,8,0,71
20191105T20-05,180,278.0,,0,9,71
20191105T19-05,167,273.0,,0,8,71
20191105T18-05,79,273.0,,0,8,41
20191105T17-05,46,202.0,,70,9,5
20191105T16-05,47,214.0,,69,10,6
20191105T15-05,47,210.0,,75,9,5
20191105T14-05,47,176.0,,69,11,6
20191105T13-05,46,304.0,,70,10,5
20191105T12-05,46,338.0,,91,11,5
20191105T11-05,45,333.0,,91,10,5
20191105T10-05,69,231.0,,86,9,5
20191105T09-05,71,188.0,,43,10,54
20191105T08-05,71,191.0,,41,8,70
20191105T07-05,67,190.0,,9,0,69
20191105T06-05,48,268.0,,8,0,37
20191105T05-05,48,223.0,,9,0,37
20191105T04-05,48,186.0,,8,0,41
20191105T03-05,49,185.0,,9,0,42
20191105T02-05,48,185.0,,8,0,41
20191105T01-05,48,204.0,,9,0,45
20191105T00-05,0,219.0,,8,0,74
20191104T23-05,0,184.0,,9,0,74
20191104T22-05,0,185.0,,8,0,74
20191104T21-05,0,190.0,,9,0,74
20191104T20-05,0,194.0,,0,8,74
20191104T19-05,0,210.0,,0,9,74
20191104T18-05,0,232.0,,0,9,72
20191104T17-05,0,196.0,,0,8,9
20191104T16-05,0,183.0,,0,9,6
20191104T15-05,0,187.0,,0,10,5
20191104T14-05,0,212.0,,0,9,5
20191104T13-05,0,250.0,,82,10,5
20191104T12-05,97,134.0,,44,10,5
20191104T11-05,104,131.0,,34,10,5
20191104T10-05,118,140.0,,27,11,10
20191104T09-05,118,296.0,,0,9,56
20191104T08-05,117,371.0,,0,9,73
20191104T07-05,118,310.0,,9,0,49
20191104T06-05,116,294.0,,8,0,37
20191104T05-05,80,239.0,,9,0,37
20191104T04-05,46,186.0,,9,0,37
20191104T03-05,46,185.0,,8,0,37
20191104T02-05,46,184.0,,9,0,36
20191104T01-05,48,185.0,,8,0,36
20191104T00-05,46,186.0,,9,0,37
20191103T23-05,47,186.0,,9,0,37
20191103T22-05,47,185.0,,8,0,36
20191103T21-05,53,185.0,,9,0,37
20191103T20-05,109,184.0,,8,0,71
20191103T19-05,106,207.0,,0,9,74
20191103T18-05,49,200.0,,0,9,75
20191103T17-05,49,186.0,,0,9,74
20191103T16-05,48,157.0,,0,10,74
20191103T15-05,48,101.0,,41,11,74
20191103T14-05,48,80.0,,22,12,73
20191103T13-05,49,76.0,,0,11,74
20191103T12-05,49,82.0,,0,11,74
20191103T11-05,48,151.0,,0,12,74
20191103T10-05,123,186.0,,0,11,74
20191103T09-05,177,261.0,,0,10,74
20191103T08-05,168,269.0,,0,8,74
20191103T07-05,156,265.0,,0,9,73
20191103T06-05,132,266.0,,9,0,42
20191103T05-05,66,210.0,,8,0,42
20191103T04-05,50,185.0,,9,0,42
20191103T03-05,49,186.0,,8,0,42
20191103T02-05,61,185.0,,9,0,42
20191103T01-05,60,185.0,,9,0,41
20191103T01-04,72,184.0,,9,0,41
20191103T00-04,87,187.0,,9,0,72
20191102T23-04,129,186.0,,8,0,75
20191102T22-04,155,192.0,,9,0,75
20191102T21-04,180,242.0,,9,0,74
20191102T20-04,143,248.0,,0,8,74
20191102T19-04,74,189.0,,0,9,75
20191102T18-04,50,213.0,,0,10,75
20191102T17-04,49,170.0,,0,10,74
20191102T16-04,47,90.0,,35,11,75
20191102T15-04,49,84.0,,20,12,75
20191102T14-04,48,136.0,,0,12,74
20191102T13-04,48,186.0,,0,11,75
20191102T12-04,107,233.0,,0,12,74
20191102T11-04,180,215.0,,0,11,73
20191102T10-04,177,159.0,,0,10,74
20191102T09-04,179,161.0,,0,9,75
20191102T08-04,179,169.0,,0,9,74
20191102T07-04,164,164.0,,9,0,73
20191102T06-04,125,91.0,,8,0,72
20191102T05-04,87,117.0,,9,0,71
20191102T04-04,45,116.0,,9,0,72
20191102T03-04,46,117.0,,10,0,71
20191102T02-04,46,116.0,,9,0,70
20191102T01-04,46,117.0,,9,0,70
20191102T00-04,48,204.0,,9,0,72
20191101T23-04,105,217.0,,9,0,71
20191101T22-04,173,214.0,,9,0,71
20191101T21-04,177,152.0,,9,0,71
20191101T20-04,178,124.0,,0,9,71
20191101T19-04,179,149.0,,0,10,73
20191101T18-04,151,134.0,,0,10,71
20191101T17-04,106,113.0,,0,10,71
20191101T16-04,107,113.0,,0,12,71
20191101T15-04,107,140.0,,0,12,71
20191101T14-04,107,215.0,,0,11,71
20191101T13-04,107,202.0,,0,12,72
20191101T12-04,106,150.0,,0,12,71
20191101T11-04,148,95.0,,0,11,71
20191101T10-04,179,122.0,,0,10,71
20191101T09-04,177,175.0,,0,10,71
20191101T08-04,169,173.0,,0,8,71
20191101T07-04,107,178.0,,8,0,72
20191101T06-04,63,221.0,,8,0,72
20191101T05-04,49,138.0,,8,0,71
20191101T04-04,49,117.0,,8,0,71
20191101T03-04,50,117.0,,9,0,71
20191101T02-04,69,116.0,,8,0,71
20191101T01-04,133,117.0,,8,0,70
20191101T00-04,174,118.0,,8,0,71
20191031T23-04,177,194.0,,8,0,71
20191031T22-04,176,248.0,,8,0,71
20191031T21-04,177,276.0,,8,0,71
20191031T20-04,177,275.0,,0,8,72
20191031T19-04,179,319.0,,0,9,71
20191031T18-04,180,333.0,,0,8,71
20191031T17-04,179,326.0,,0,9,71
20191031T16-04,178,341.0,,0,9,71
20191031T15-04,170,351.0,,0,9,72
20191031T14-04,166,307.0,,0,9,71
20191031T13-04,155,249.0,,0,9,71
20191031T12-04,116,226.0,,0,9,72
20191031T11-04,146,186.0,,0,9,71
20191031T10-04,166,118.0,,0,8,71
20191031T09-04,163,118.0,,0,9,71
20191031T08-04,166,118.0,,0,9,71
20191031T07-04,161,118.0,,8,0,71
20191031T06-04,114,118.0,,9,0,71
20191031T05-04,53,119.0,,9,0,72
20191031T04-04,46,119.0,,8,0,72
20191031T03-04,46,119.0,,9,0,72
20191031T02-04,47,119.0,,8,0,70
20191031T01-04,54,119.0,,9,0,72
20191031T00-04,118,117.0,,9,0,71
20191030T23-04,172,118.0,,8,0,72
20191030T22-04,172,118.0,,9,0,72
20191030T21-04,173,117.0,,8,0,72
20191030T20-04,172,118.0,,0,9,63
20191030T19-04,172,118.0,,0,9,42
20191030T18-04,173,118.0,,0,8,42
20191030T17-04,172,118.0,,0,9,41
20191030T16-04,173,117.0,,0,8,42
20191030T15-04,173,118.0,,0,9,42
20191030T14-04,171,83.0,,0,9,41
20191030T13-04,173,8.0,,0,8,42
20191030T12-04,172,-1.0,,0,9,41
20191030T11-04,172,-2.0,,0,9,62
20191030T10-04,172,-1.0,,0,8,72
20191030T09-04,172,-1.0,,0,9,71
20191030T08-04,172,-1.0,,0,8,71
20191030T07-04,171,94.0,,8,0,36
20191030T06-04,128,116.0,,9,0,36
20191030T05-04,52,117.0,,8,0,36
20191030T04-04,47,117.0,,8,0,36
20191030T03-04,46,117.0,,9,0,36
20191030T02-04,46,113.0,,8,0,35
20191030T01-04,47,113.0,,9,0,41
20191030T00-04,46,108.0,,8,0,71
20191029T23-04,56,117.0,,8,0,72
20191029T22-04,120,117.0,,9,0,71
20191029T21-04,177,117.0,,8,0,71
20191029T20-04,184,117.0,,0,9,72
20191029T19-04,172,116.0,,0,8,71
20191029T18-04,169,117.0,,0,9,71
20191029T17-04,169,117.0,,0,9,71
20191029T16-04,171,117.0,,0,10,71
20191029T15-04,150,62.0,,0,11,72
20191029T14-04,116,47.0,,0,11,71
20191029T13-04,118,9.0,,0,10,71
20191029T12-04,118,-1.0,,0,11,71
20191029T11-04,119,-1.0,,0,10,71
20191029T10-04,118,-1.0,,0,9,72
20191029T09-04,118,16.0,,0,9,72
20191029T08-04,116,10.0,,0,8,71
20191029T07-04,89,11.0,,9,0,45
20191029T06-04,48,11.0,,8,0,41
20191029T05-04,47,11.0,,9,0,41
20191029T04-04,47,12.0,,8,0,41
20191029T03-04,53,12.0,,9,0,41
20191029T02-04,59,12.0,,8,0,40
20191029T01-04,98,11.0,,9,0,40
20191029T00-04,118,1.0,,8,0,41
20191028T23-04,156,10.0,,9,0,60
20191028T22-04,182,11.0,,8,0,71
20191028T21-04,148,11.0,,9,0,71
20191028T20-04,123,11.0,,0,8,71
20191028T19-04,116,11.0,,0,9,72
20191028T18-04,117,11.0,,0,9,71
20191028T17-04,122,11.0,,0,10,71
20191028T16-04,83,11.0,,0,11,46
20191028T15-04,53,10.0,,0,11,41
20191028T14-04,53,11.0,,0,12,41
20191028T13-04,52,0.0,,0,11,41
20191028T12-04,53,-1.0,,0,11,41
20191028T11-04,55,-1.0,,0,11,41
20191028T10-04,85,-1.0,,0,10,41
20191028T09-04,104,0.0,,0,9,41
20191028T08-04,74,-1.0,,0,8,41
20191028T07-04,65,-1.0,,9,0,41
20191028T06-04,65,0.0,,9,0,41
20191028T05-04,65,-1.0,,9,0,42
20191028T04-04,64,-1.0,,8,0,42
20191028T03-04,62,-1.0,,9,0,53
20191028T02-04,63,0.0,,9,0,72
20191028T01-04,57,-1.0,,9,0,70
20191028T00-04,53,-1.0,,9,0,72
20191027T23-04,118,75.0,,9,0,72
20191027T22-04,182,119.0,,9,0,71
20191027T21-04,182,157.0,,9,0,72
20191027T20-04,156,155.0,,0,8,73
20191027T19-04,185,132.0,,0,9,71
20191027T18-04,184,132.0,,0,9,73
20191027T17-04,185,72.0,,0,10,71
20191027T16-04,184,70.0,,0,11,71
20191027T15-04,182,73.0,,0,11,73
20191027T14-04,118,21.0,,0,11,71
20191027T13-04,49,0.0,,0,11,72
20191027T12-04,46,-1.0,,0,10,71
20191027T11-04,46,-1.0,,0,11,71
20191027T10-04,47,-1.0,,0,9,71
20191027T09-04,45,0.0,,0,9,42
20191027T08-04,47,-1.0,,0,8,40
20191027T07-04,48,-1.0,,8,0,40
20191027T06-04,46,0.0,,8,0,40
20191027T05-04,46,-1.0,,8,0,40
20191027T04-04,47,-1.0,,8,0,40
20191027T03-04,47,-1.0,,8,0,40
20191027T02-04,46,0.0,,9,0,39
20191027T01-04,47,-1.0,,8,0,48
20191027T00-04,92,-1.0,,8,0,71
20191026T23-04,176,-1.0,,9,0,70
20191026T22-04,178,0.0,,8,0,70
20191026T21-04,178,-1.0,,8,0,70
20191026T20-04,176,-1.0,,0,9,70
20191026T19-04,181,0.0,,0,8,70
20191026T18-04,163,-1.0,,0,8,70
20191026T17-04,102,-1.0,,0,9,70
20191026T16-04,98,-1.0,,0,9,53
20191026T15-04,98,0.0,,0,9,35
20191026T14-04,70,-1.0,,0,9,35
20191026T13-04,45,-1.0,,0,8,35
20191026T12-04,47,0.0,,0,9,35
20191026T11-04,47,-1.0,,0,9,6
20191026T10-04,46,0.0,,0,8,5
20191026T09-04,46,-1.0,,0,9,5
20191026T08-04,47,-1.0,,0,8,5
20191026T07-04,47,0.0,,9,0,5
20191026T06-04,46,-1.0,,8,0,5
20191026T05-04,46,-1.0,,8,0,5
20191026T04-04,46,0.0,,9,0,6
20191026T03-04,45,-1.0,,8,0,5
20191026T02-04,46,0.0,,9,0,4
20191026T01-04,46,-9.0,,8,0,4
20191026T00-04,52,0.0,,8,0,6
20191025T23-04,136,-1.0,,9,0,5
20191025T22-04,181,-1.0,,8,0,5
20191025T21-04,181,0.0,,8,0,26
20191025T20-04,172,-1.0,,0,9,72
20191025T19-04,162,0.0,,0,8,72
20191025T18-04,85,-1.0,,0,8,70
20191025T17-04,45,0.0,,0,9,5
20191025T16-04,46,-1.0,,0,8,6
20191025T15-04,46,-1.0,,0,9,5
20191025T14-04,44,-1.0,,0,9,5
20191025T13-04,47,0.0,,0,9,6
20191025T12-04,83,-1.0,,0,10,5
20191025T11-04,165,-1.0,,0,9,5
20191025T10-04,175,0.0,,0,8,5
20191025T09-04,174,-1.0,,0,8,22
20191025T08-04,174,-1.0,,0,9,71
20191025T07-04,148,0.0,,8,0,29
20191025T06-04,63,-1.0,,8,0,5
20191025T05-04,46,0.0,,9,0,5
20191025T04-04,47,-1.0,,8,0,5
20191025T03-04,48,-1.0,,8,0,5
20191025T02-04,47,-1.0,,9,0,4
20191025T01-04,47,-8.0,,8,0,4
20191025T00-04,58,0.0,,8,0,5
20191024T23-04,145,-1.0,,9,0,5
20191024T22-04,173,-1.0,,8,0,5
20191024T21-04,173,-1.0,,8,0,55
20191024T20-04,173,0.0,,0,9,72
20191024T19-04,155,-1.0,,0,8,7
20191024T18-04,67,0.0,,0,9,5
20191024T17-04,43,-1.0,,0,10,5
20191024T16-04,43,-1.0,,0,11,5
20191024T15-04,43,0.0,,0,11,5
